"","BS-CCI-BAL_NSA","BS-CCI-BAL_SA","BS-CEME-BAL_NSA","BS-CEME-BAL_SA","BS-COB-BAL_NSA","BS-COB-BAL_SA","BS-CPE-BAL_NSA","BS-CPE-BAL_SA","BS-CTA-BAL_NSA","BS-CTA-BAL_SA","BS-FLBA1-PC_NSA","BS-FLBA1-PC_SA","BS-FLBA2-PC_NSA","BS-FLBA2-PC_SA","BS-FLBA3-PC_NSA","BS-FLBA3-PC_SA","BS-FLBA4-PC_NSA","BS-FLBA4-PC_SA","BS-FLBA5-PC_NSA","BS-FLBA5-PC_SA","BS-FLBA6-PC_NSA","BS-FLBA6-PC_SA","BS-FLBA7-PC_NSA","BS-FLBA7-PC_SA","YEAR","MONTH"
"82","-25.6 ","-27.0 ","-16.9 ","-17.4 ","-34.4 ","-36.6 ","-31.7 ","-32.9 ","-16.0 ","-17.7 ","26.8 ","28.4 ","45.0 ","46.1 ","8.1 ","3.3 ","12.6 ","11.8 ","1.3 ","1.3 ","11.6 ","12.2 ","15.4 ","15.1 ","2013","01 "
"83","-29.9 ","-25.9 ","-23.2 ","-17.0 ","-36.5 ","-34.8 ","-33.9 ","-30.4 ","-14.2 ","-18.7 ","28.1 ","27.7 ","47.1 ","45.6 ","3.6 ","6.1 ","11.6 ","11.8 ","0.8 ","0.9 ","10.7 ","11.2 ","14.9 ","14.8 ","2012","12 "
"84","-28.6 ","-24.8 ","-20.0 ","-15.5 ","-37.1 ","-34.1 ","-34.5 ","-29.9 ","-15.5 ","-18.2 ","28.2 ","26.6 ","46.5 ","45.6 ","3.3 ","6.9 ","12.0 ","12.1 ","0.9 ","0.9 ","10.8 ","11.0 ","15.0 ","15.3 ","2012","11 "
"85","-26.5 ","-24.0 ","-16.8 ","-14.7 ","-36.1 ","-33.2 ","-33.7 ","-32.5 ","-15.0 ","-18.4 ","27.7 ","26.0 ","45.0 ","44.9 ","2.8 ","6.7 ","12.1 ","11.1 ","1.3 ","1.2 ","11.2 ","11.1 ","14.4 ","15.4 ","2012","10 "
"86","-21.9 ","-22.9 ","-14.0 ","-16.7 ","-29.9 ","-29.0 ","-32.6 ","-35.5 ","-12.4 ","-19.1 ","28.5 ","28.1 ","43.1 ","43.1 ","5.5 ","8.4 ","12.6 ","11.7 ","0.9 ","1.0 ","10.8 ","11.0 ","16.2 ","17.4 ","2012","09 "
"87","-19.7 ","-22.2 ","-12.2 ","-15.9 ","-27.2 ","-28.5 ","-30.3 ","-33.7 ","-7.3 ","-16.8 ","28.8 ","28.3 ","42.4 ","43.0 ","6.3 ","8.8 ","12.8 ","12.2 ","1.5 ","1.2 ","11.0 ","11.4 ","15.7 ","16.4 ","2012","08 "
"88","-19.8 ","-21.8 ","-11.6 ","-15.4 ","-27.9 ","-28.3 ","-27.7 ","-30.5 ","-12.8 ","-19.0 ","29.2 ","29.3 ","40.7 ","40.9 ","7.6 ","9.7 ","14.7 ","14.1 ","1.4 ","1.2 ","11.4 ","11.0 ","15.8 ","16.1 ","2012","07 "
"89","-18.1 ","-18.6 ","-6.5 ","-8.7 ","-29.7 ","-28.5 ","-24.7 ","-24.5 ","-17.6 ","-13.0 ","29.7 ","30.2 ","41.1 ","40.6 ","4.9 ","5.1 ","13.6 ","15.1 ","0.9 ","0.8 ","11.2 ","9.7 ","15.0 ","13.9 ","2012","06 "
"90","-17.3 ","-16.9 ","-7.7 ","-9.2 ","-26.8 ","-24.5 ","-25.1 ","-25.7 ","-19.0 ","-12.6 ","28.5 ","29.4 ","42.0 ","40.4 ","5.9 ","5.5 ","13.7 ","15.3 ","0.9 ","0.9 ","8.7 ","8.4 ","14.6 ","14.9 ","2012","05 "
"91","-14.8 ","-14.9 ","-4.5 ","-6.4 ","-25.1 ","-23.4 ","-23.8 ","-22.5 ","-19.0 ","-9.1 ","27.7 ","29.4 ","41.4 ","38.9 ","4.7 ","2.9 ","15.5 ","17.0 ","1.1 ","1.1 ","10.2 ","9.5 ","15.1 ","14.9 ","2012","04 "
"92","-15.8 ","-14.9 ","-8.5 ","-6.0 ","-23.2 ","-23.7 ","-22.6 ","-19.5 ","-8.4 ","2.6 ","28.8 ","30.1 ","41.1 ","40.1 ","7.6 ","2.2 ","14.7 ","17.2 ","1.0 ","1.2 ","10.1 ","9.9 ","15.5 ","15.3 ","2012","03 "
"93","-14.8 ","-13.5 ","-5.6 ","-2.4 ","-23.9 ","-24.7 ","-24.2 ","-22.2 ","-2.9 ","3.4 ","28.6 ","30.2 ","43.8 ","41.7 ","7.0 ","-0.4 ","14.4 ","15.9 ","1.2 ","1.5 ","9.4 ","9.7 ","15.0 ","15.3 ","2012","02 "
"94","-14.5 ","-12.2 ","-6.4 ","-2.5 ","-22.7 ","-21.9 ","-23.3 ","-21.6 ","2.5 ","6.1 ","28.6 ","30.5 ","43.9 ","43.8 ","5.1 ","-0.7 ","15.1 ","15.4 ","0.9 ","1.0 ","8.5 ","8.8 ","15.5 ","14.8 ","2012","01 "
"95","-20.3 ","-13.8 ","-12.4 ","-3.1 ","-28.1 ","-24.5 ","-28.5 ","-22.3 ","0.7 ","0.8 ","32.5 ","32.2 ","43.0 ","40.4 ","1.8 ","3.8 ","16.2 ","18.1 ","1.2 ","1.3 ","9.2 ","9.7 ","15.8 ","15.0 ","2011","12 "
"96","-20.7 ","-14.7 ","-11.5 ","-4.1 ","-29.9 ","-25.2 ","-27.8 ","-19.7 ","-0.4 ","1.0 ","33.2 ","31.2 ","41.7 ","40.1 ","1.9 ","5.4 ","15.4 ","16.7 ","1.3 ","1.3 ","9.1 ","9.5 ","13.8 ","13.4 ","2011","11 "
"97","-18.7 ","-13.8 ","-7.5 ","-2.0 ","-29.9 ","-25.7 ","-24.0 ","-19.3 ","0.1 ","1.1 ","32.0 ","29.5 ","42.8 ","42.1 ","1.3 ","5.2 ","17.9 ","17.5 ","1.2 ","1.3 ","9.6 ","9.7 ","12.5 ","12.5 ","2011","10 "
"98","-14.6 ","-14.2 ","2.1 ","1.2 ","-31.3 ","-29.5 ","-14.0 ","-14.6 ","8.0 ","4.4 ","26.7 ","25.5 ","43.3 ","43.1 ","1.0 ","4.4 ","17.2 ","16.8 ","1.4 ","1.5 ","8.6 ","8.7 ","9.1 ","9.9 ","2011","09 "
"99","-7.7 ","-8.7 ","7.9 ","5.9 ","-23.3 ","-23.3 ","-12.3 ","-13.6 ","15.4 ","9.4 ","26.5 ","25.1 ","42.4 ","43.1 ","1.0 ","4.5 ","16.5 ","15.9 ","1.8 ","1.7 ","8.2 ","8.7 ","9.8 ","10.0 ","2011","08 "
"100","-5.8 ","-6.4 ","12.3 ","9.9 ","-23.9 ","-22.7 ","-11.1 ","-12.4 ","15.3 ","11.1 ","26.7 ","26.5 ","43.1 ","43.1 ","0.6 ","4.1 ","16.9 ","15.6 ","1.8 ","1.7 ","9.4 ","9.5 ","9.6 ","9.6 ","2011","07 "
"101","-9.5 ","-9.2 ","8.0 ","7.3 ","-27.0 ","-25.8 ","-17.2 ","-15.4 ","9.6 ","15.3 ","29.8 ","29.4 ","42.9 ","42.1 ","2.3 ","3.2 ","15.4 ","17.5 ","1.0 ","0.9 ","9.2 ","8.8 ","11.3 ","10.0 ","2011","06 "
"102","-9.6 ","-8.6 ","8.4 ","7.7 ","-27.6 ","-24.8 ","-12.7 ","-12.0 ","7.4 ","13.8 ","29.7 ","30.7 ","42.9 ","41.1 ","2.5 ","3.3 ","15.1 ","16.8 ","1.2 ","1.2 ","10.5 ","9.8 ","10.7 ","10.8 ","2011","05 "
"103","-12.4 ","-11.8 ","7.0 ","5.5 ","-31.8 ","-29.1 ","-14.4 ","-12.1 ","3.7 ","12.0 ","28.4 ","29.5 ","44.6 ","41.7 ","3.1 ","2.1 ","14.9 ","16.1 ","1.2 ","1.3 ","9.6 ","8.8 ","10.5 ","10.2 ","2011","04 "
"104","-15.7 ","-15.0 ","-1.7 ","0.5 ","-29.8 ","-30.4 ","-19.5 ","-15.8 ","-13.8 ","-3.2 ","29.2 ","29.5 ","44.0 ","42.7 ","13.0 ","9.0 ","11.6 ","13.8 ","1.0 ","1.0 ","9.9 ","10.3 ","10.8 ","10.8 ","2011","03 "
"105","-14.8 ","-13.6 ","-1.7 ","1.9 ","-27.9 ","-29.1 ","-22.8 ","-20.4 ","-12.3 ","-6.1 ","28.5 ","29.6 ","44.3 ","42.3 ","17.3 ","10.8 ","13.1 ","14.3 ","0.7 ","0.9 ","8.8 ","9.4 ","10.8 ","11.5 ","2011","02 "
"106","-18.4 ","-16.0 ","-5.4 ","-1.7 ","-31.4 ","-30.3 ","-23.4 ","-23.4 ","-14.0 ","-10.7 ","27.5 ","29.2 ","44.3 ","44.6 ","19.5 ","14.1 ","14.4 ","14.2 ","1.1 ","1.1 ","7.4 ","7.4 ","11.8 ","11.6 ","2011","01 "
"107","-24.9 ","-19.6 ","-12.9 ","-4.9 ","-37.0 ","-34.2 ","-34.9 ","-31.0 ","-4.0 ","-5.3 ","29.2 ","29.4 ","48.3 ","46.6 ","5.7 ","7.5 ","12.0 ","13.2 ","0.9 ","0.8 ","8.1 ","8.9 ","9.6 ","9.5 ","2010","12 "
"108","-26.2 ","-22.1 ","-12.2 ","-7.4 ","-40.1 ","-36.8 ","-38.2 ","-32.5 ","-10.9 ","-11.8 ","29.6 ","28.3 ","51.3 ","50.0 ","2.3 ","5.4 ","12.1 ","12.6 ","1.0 ","1.0 ","7.8 ","8.2 ","9.4 ","9.4 ","2010","11 "
"109","-27.5 ","-24.6 ","-11.0 ","-7.8 ","-43.9 ","-41.4 ","-32.7 ","-30.4 ","-5.5 ","-7.0 ","30.6 ","28.6 ","50.2 ","50.2 ","2.0 ","5.5 ","12.7 ","12.2 ","1.0 ","1.1 ","8.0 ","7.9 ","8.3 ","8.7 ","2010","10 "
"110","-27.5 ","-30.1 ","-11.0 ","-14.6 ","-43.9 ","-45.7 ","-32.7 ","-34.8 ","-5.5 ","-11.6 ","28.7 ","26.7 ","52.9 ","54.0 ","2.5 ","5.4 ","13.8 ","13.0 ","0.8 ","1.0 ","8.7 ","8.4 ","9.4 ","9.9 ","2010","09 "
"111","-27.5 ","-30.8 ","-11.0 ","-15.1 ","-43.9 ","-46.4 ","-32.7 ","-35.9 ","-5.5 ","-13.4 ","32.2 ","29.8 ","49.8 ","51.8 ","2.9 ","5.7 ","13.3 ","12.1 ","1.4 ","1.5 ","7.8 ","7.9 ","10.8 ","11.0 ","2010","08 "
"112","-27.6 ","-30.3 ","-12.2 ","-16.2 ","-42.9 ","-44.4 ","-32.9 ","-36.3 ","-5.7 ","-12.4 ","31.0 ","30.2 ","51.4 ","53.1 ","3.0 ","5.6 ","11.6 ","10.3 ","1.0 ","1.0 ","9.1 ","9.1 ","10.3 ","10.2 ","2010","07 "
"113","-32.8 ","-34.7 ","-15.8 ","-18.2 ","-49.8 ","-51.3 ","-43.2 ","-44.8 ","-30.0 ","-26.4 ","27.4 ","26.7 ","49.9 ","50.6 ","7.8 ","8.0 ","9.0 ","9.6 ","1.9 ","1.7 ","13.5 ","13.2 ","14.7 ","13.7 ","2010","06 "
"114","-31.0 ","-31.9 ","-14.7 ","-16.6 ","-47.4 ","-47.2 ","-38.8 ","-40.2 ","-32.0 ","-26.8 ","30.4 ","31.3 ","51.9 ","51.4 ","8.8 ","8.5 ","10.7 ","10.8 ","1.2 ","1.1 ","7.3 ","6.8 ","8.9 ","8.9 ","2010","05 "
"115","-31.0 ","-32.1 ","-13.8 ","-16.6 ","-48.1 ","-47.7 ","-45.6 ","-45.5 ","-38.3 ","-31.6 ","29.2 ","30.3 ","53.8 ","52.5 ","13.0 ","10.3 ","10.7 ","10.5 ","1.1 ","1.3 ","6.7 ","5.8 ","10.9 ","10.7 ","2010","04 "
"116","-30.0 ","-31.5 ","-12.9 ","-13.0 ","-47.2 ","-49.9 ","-45.2 ","-44.7 ","-32.2 ","-25.1 ","26.9 ","27.3 ","49.9 ","50.1 ","12.5 ","8.2 ","10.2 ","10.6 ","0.9 ","0.9 ","7.1 ","7.6 ","9.2 ","9.3 ","2010","03 "
"117","-30.4 ","-31.0 ","-15.5 ","-14.4 ","-45.2 ","-47.7 ","-36.7 ","-37.8 ","-26.4 ","-24.5 ","29.2 ","30.5 ","48.6 ","48.3 ","11.7 ","6.1 ","10.0 ","9.7 ","0.8 ","0.9 ","6.9 ","7.5 ","7.7 ","8.5 ","2010","02 "
"118","-30.6 ","-30.7 ","-13.8 ","-12.8 ","-47.3 ","-48.5 ","-42.3 ","-46.8 ","-25.1 ","-28.0 ","29.1 ","31.0 ","48.2 ","50.2 ","10.5 ","6.8 ","11.0 ","9.7 ","0.8 ","0.8 ","7.0 ","6.5 ","8.6 ","8.6 ","2010","01 "
"119","-36.5 ","-34.7 ","-22.9 ","-18.5 ","-50.1 ","-50.9 ","-47.7 ","-49.2 ","-26.4 ","-32.6 ","31.9 ","32.6 ","53.0 ","53.9 ","2.0 ","3.3 ","11.2 ","10.9 ","1.0 ","0.7 ","8.0 ","8.5 ","8.0 ","7.8 ","2009","12 "
"120","-36.7 ","-36.4 ","-20.9 ","-19.9 ","-52.5 ","-53.0 ","-49.3 ","-49.1 ","-27.0 ","-33.4 ","31.9 ","31.2 ","52.2 ","53.7 ","1.0 ","3.2 ","11.4 ","10.4 ","1.3 ","1.1 ","8.9 ","9.0 ","8.7 ","8.6 ","2009","11 "
"121","-33.7 ","-34.1 ","-19.2 ","-18.9 ","-48.3 ","-49.3 ","-44.5 ","-46.0 ","-26.6 ","-32.6 ","36.0 ","35.1 ","49.5 ","52.2 ","0.7 ","3.2 ","11.6 ","8.7 ","1.3 ","1.2 ","8.0 ","7.3 ","7.7 ","7.6 ","2009","10 "
"122","-31.3 ","-37.8 ","-15.7 ","-23.2 ","-46.9 ","-52.4 ","-42.9 ","-48.8 ","-29.4 ","-39.4 ","35.8 ","34.3 ","49.5 ","53.5 ","0.7 ","2.8 ","10.6 ","7.7 ","1.0 ","0.9 ","6.2 ","5.4 ","7.4 ","7.8 ","2009","09 "
"123","-31.7 ","-38.8 ","-17.2 ","-25.2 ","-46.3 ","-52.4 ","-42.9 ","-49.4 ","-27.0 ","-37.9 ","35.1 ","33.9 ","50.5 ","55.0 ","1.1 ","3.2 ","11.2 ","7.7 ","1.0 ","1.0 ","6.6 ","6.3 ","7.7 ","8.0 ","2009","08 "
"124","-32.1 ","-38.4 ","-18.1 ","-26.0 ","-46.0 ","-50.9 ","-49.0 ","-55.3 ","-32.5 ","-41.2 ","36.6 ","36.7 ","49.6 ","54.0 ","1.0 ","3.0 ","11.0 ","6.2 ","1.0 ","0.9 ","6.6 ","6.6 ","8.8 ","8.9 ","2009","07 "
"125","-33.1 ","-38.4 ","-21.0 ","-27.2 ","-45.2 ","-49.7 ","-50.8 ","-55.7 ","-42.4 ","-42.4 ","33.6 ","33.0 ","54.4 ","56.9 ","3.7 ","4.1 ","9.4 ","8.1 ","0.8 ","0.8 ","6.5 ","7.2 ","9.9 ","10.2 ","2009","06 "
"126","-36.4 ","-40.0 ","-20.7 ","-25.9 ","-52.1 ","-54.2 ","-51.6 ","-54.4 ","-40.9 ","-38.1 ","33.4 ","34.8 ","54.2 ","55.4 ","4.1 ","4.4 ","10.6 ","9.7 ","1.0 ","0.8 ","6.7 ","6.3 ","9.0 ","9.1 ","2009","05 "
"127","-31.5 ","-34.7 ","-21.1 ","-26.3 ","-41.8 ","-43.1 ","-48.2 ","-49.4 ","-43.7 ","-39.7 ","32.5 ","34.0 ","54.4 ","54.4 ","6.7 ","5.3 ","11.8 ","10.9 ","1.1 ","1.3 ","8.3 ","7.6 ","8.7 ","8.9 ","2009","04 "
"128","-31.6 ","-32.9 ","-24.7 ","-24.7 ","-38.5 ","-41.1 ","-52.4 ","-52.5 ","-40.1 ","-32.0 ","31.4 ","31.3 ","51.2 ","50.7 ","13.4 ","10.2 ","11.5 ","12.9 ","1.1 ","1.2 ","8.2 ","9.0 ","9.0 ","9.4 ","2009","03 "
"129","-31.2 ","-30.9 ","-22.5 ","-20.8 ","-39.8 ","-41.0 ","-53.7 ","-52.3 ","-33.4 ","-29.2 ","27.6 ","28.8 ","55.0 ","52.8 ","19.6 ","15.3 ","14.6 ","15.2 ","0.9 ","0.9 ","8.5 ","9.3 ","7.1 ","7.9 ","2009","02 "
"130","-29.3 ","-27.6 ","-21.7 ","-18.7 ","-36.9 ","-36.6 ","-48.2 ","-49.7 ","-27.0 ","-27.0 ","32.3 ","34.2 ","45.3 ","44.4 ","11.7 ","9.1 ","20.3 ","19.8 ","1.4 ","1.3 ","7.6 ","7.4 ","7.9 ","8.0 ","2009","01 "
"131","-29.0 ","-24.9 ","-21.0 ","-14.2 ","-36.9 ","-35.7 ","-39.1 ","-37.0 ","-18.1 ","-20.7 ","33.8 ","34.8 ","46.5 ","45.3 ","4.4 ","5.6 ","16.4 ","18.4 ","1.4 ","0.7 ","6.5 ","7.3 ","9.7 ","9.4 ","2008","12 "
"132","-23.4 ","-20.0 ","-15.0 ","-10.2 ","-31.8 ","-29.7 ","-34.2 ","-29.2 ","-12.3 ","-14.0 ","40.2 ","39.8 ","37.2 ","36.0 ","2.7 ","4.7 ","19.4 ","20.8 ","1.7 ","1.6 ","6.1 ","6.9 ","7.8 ","7.7 ","2008","11 "
"133","-17.2 ","-12.6 ","-7.1 ","-1.3 ","-27.3 ","-23.9 ","-28.4 ","-22.5 ","-11.9 ","-12.7 ","39.3 ","39.3 ","33.2 ","32.4 ","2.0 ","4.4 ","26.3 ","26.8 ","1.9 ","1.9 ","6.9 ","6.5 ","8.4 ","8.0 ","2008","10 "
"134","-2.9 ","-4.2 ","10.2 ","8.3 ","-16.1 ","-16.6 ","-11.1 ","-9.4 ","5.8 ","0.6 ","40.6 ","39.7 ","25.8 ","26.0 ","3.7 ","5.9 ","30.6 ","30.7 ","2.0 ","2.2 ","8.2 ","7.5 ","6.2 ","6.1 ","2008","09 "
"135","1.1 ","-0.9 ","14.8 ","12.0 ","-12.5 ","-13.7 ","-8.3 ","-7.4 ","9.1 ","3.6 ","40.6 ","39.6 ","22.0 ","22.7 ","3.4 ","5.6 ","33.4 ","32.7 ","1.8 ","1.9 ","7.5 ","7.3 ","6.3 ","6.2 ","2008","08 "
"136","0.0 ","-1.7 ","16.7 ","13.5 ","-16.7 ","-16.8 ","-3.2 ","-3.6 ","6.5 ","1.8 ","33.8 ","34.1 ","21.7 ","22.5 ","4.2 ","6.0 ","40.9 ","38.3 ","1.8 ","1.8 ","7.4 ","7.7 ","7.0 ","6.7 ","2008","07 "
"137","10.8 ","10.4 ","21.3 ","19.3 ","0.2 ","1.6 ","3.4 ","3.3 ","7.6 ","11.9 ","37.4 ","36.4 ","18.4 ","18.2 ","9.0 ","9.2 ","36.5 ","36.7 ","2.7 ","2.8 ","6.2 ","6.9 ","6.2 ","6.5 ","2008","06 "
"138","13.3 ","12.7 ","22.6 ","20.5 ","4.1 ","4.9 ","3.7 ","4.1 ","10.8 ","17.4 ","30.4 ","31.0 ","18.6 ","17.8 ","9.0 ","8.8 ","38.3 ","39.2 ","2.7 ","2.6 ","12.1 ","11.7 ","5.8 ","5.6 ","2008","05 "
"139","17.2 ","16.7 ","29.3 ","25.8 ","5.1 ","7.6 ","1.7 ","3.4 ","14.2 ","19.9 ","30.9 ","31.5 ","16.6 ","15.4 ","10.0 ","8.0 ","39.7 ","40.2 ","2.7 ","3.3 ","13.2 ","12.6 ","6.1 ","6.1 ","2008","04 "
"140","19.9 ","21.6 ","24.9 ","26.4 ","15.0 ","16.9 ","5.9 ","6.7 ","12.8 ","22.8 ","36.5 ","35.5 ","15.0 ","13.5 ","8.3 ","4.9 ","42.8 ","45.7 ","3.5 ","3.9 ","6.2 ","7.2 ","5.6 ","6.1 ","2008","03 "
"141","20.0 ","21.7 ","18.3 ","20.2 ","21.7 ","23.2 ","6.7 ","7.0 ","19.4 ","24.0 ","37.0 ","36.3 ","13.6 ","12.0 ","8.3 ","5.7 ","45.1 ","46.9 ","3.5 ","3.9 ","5.3 ","6.4 ","5.1 ","5.7 ","2008","02 "
"142","18.0 ","19.7 ","20.4 ","22.4 ","15.7 ","17.1 ","15.5 ","11.5 ","24.7 ","24.2 ","30.4 ","30.9 ","11.4 ","10.6 ","9.7 ","7.9 ","46.4 ","47.1 ","4.0 ","4.2 ","10.7 ","10.5 ","5.8 ","5.9 ","2008","01 "
"143","18.7 ","22.2 ","21.5 ","27.1 ","16.0 ","17.3 ","11.9 ","11.3 ","29.6 ","27.1 ","31.5 ","31.4 ","10.4 ","10.8 ","5.2 ","6.0 ","46.7 ","48.5 ","4.2 ","3.2 ","6.1 ","6.4 ","5.5 ","5.5 ","2007","12 "
"144","23.3 ","25.9 ","28.7 ","32.4 ","17.8 ","19.4 ","4.7 ","6.4 ","31.6 ","29.7 ","33.0 ","32.9 ","12.5 ","12.5 ","5.1 ","6.4 ","51.1 ","52.2 ","4.0 ","3.9 ","6.8 ","7.1 ","6.1 ","6.0 ","2007","11 "
"145","21.7 ","25.5 ","26.3 ","31.2 ","17.0 ","19.8 ","5.8 ","9.5 ","28.2 ","25.2 ","32.9 ","33.2 ","11.8 ","13.1 ","5.3 ","7.1 ","51.5 ","52.0 ","3.4 ","3.6 ","8.0 ","7.3 ","6.2 ","6.0 ","2007","10 "
"146","30.0 ","28.9 ","35.9 ","34.8 ","24.1 ","23.0 ","6.9 ","7.9 ","34.3 ","28.9 ","32.7 ","32.9 ","10.0 ","11.7 ","7.6 ","9.8 ","50.7 ","50.5 ","3.6 ","3.8 ","9.0 ","8.0 ","6.7 ","6.5 ","2007","09 "
"147","31.5 ","29.0 ","36.6 ","34.4 ","26.4 ","23.6 ","9.6 ","9.5 ","36.6 ","30.8 ","32.2 ","32.4 ","9.5 ","11.3 ","8.0 ","9.9 ","51.1 ","49.6 ","4.4 ","4.4 ","8.3 ","7.8 ","6.4 ","6.1 ","2007","08 "
"148","33.1 ","29.1 ","37.4 ","34.0 ","28.8 ","24.2 ","12.2 ","11.1 ","38.9 ","32.5 ","31.7 ","32.0 ","9.0 ","10.8 ","8.3 ","10.0 ","51.5 ","48.7 ","5.1 ","5.0 ","7.7 ","7.7 ","6.2 ","5.7 ","2007","07 "
"149","30.1 ","29.1 ","36.8 ","35.2 ","23.4 ","23.0 ","10.6 ","11.1 ","31.2 ","35.0 ","33.3 ","34.4 ","10.9 ","10.7 ","4.4 ","4.7 ","49.0 ","47.6 ","5.1 ","5.2 ","6.4 ","6.6 ","5.0 ","5.3 ","2007","06 "
"150","26.7 ","24.4 ","34.5 ","32.0 ","18.8 ","16.8 ","9.5 ","9.6 ","25.8 ","32.1 ","32.6 ","32.8 ","11.1 ","10.7 ","4.7 ","4.6 ","47.4 ","46.6 ","5.6 ","5.3 ","6.9 ","6.9 ","6.1 ","5.6 ","2007","05 "
"151","22.3 ","20.0 ","32.9 ","29.7 ","11.7 ","10.4 ","12.0 ","12.7 ","26.2 ","32.0 ","34.3 ","34.2 ","13.6 ","12.8 ","5.1 ","3.3 ","47.1 ","45.8 ","2.5 ","2.8 ","6.5 ","6.7 ","5.1 ","4.8 ","2007","04 "
"152","24.4 ","26.1 ","32.1 ","34.5 ","16.6 ","17.7 ","7.7 ","8.1 ","22.9 ","31.3 ","36.0 ","35.7 ","13.6 ","12.1 ","6.5 ","2.3 ","45.6 ","48.0 ","3.7 ","4.2 ","6.2 ","7.2 ","4.7 ","5.2 ","2007","03 "
"153","22.0 ","23.4 ","33.3 ","33.8 ","10.7 ","12.9 ","9.1 ","9.1 ","26.4 ","29.3 ","34.7 ","34.9 ","12.8 ","10.9 ","7.2 ","4.0 ","48.7 ","50.2 ","4.0 ","4.4 ","6.0 ","6.9 ","4.8 ","5.3 ","2007","02 "
"154","21.9 ","22.2 ","32.8 ","32.2 ","11.1 ","12.2 ","12.7 ","9.5 ","31.2 ","29.3 ","35.4 ","35.2 ","12.6 ","11.2 ","6.3 ","4.3 ","46.5 ","46.8 ","4.3 ","4.7 ","6.9 ","7.4 ","5.1 ","5.3 ","2007","01 "
"155","24.1 ","27.0 ","28.0 ","32.3 ","20.1 ","21.6 ","5.2 ","4.8 ","35.4 ","33.3 ","35.4 ","35.1 ","11.2 ","11.5 ","3.8 ","4.2 ","47.0 ","48.9 ","5.6 ","4.5 ","6.9 ","7.2 ","5.8 ","6.0 ","2006","12 "
"156","21.4 ","24.9 ","27.8 ","32.2 ","14.9 ","17.5 ","5.7 ","6.5 ","32.4 ","31.5 ","34.6 ","34.3 ","14.1 ","14.6 ","3.7 ","5.0 ","45.7 ","47.6 ","3.9 ","3.6 ","7.6 ","8.1 ","5.7 ","5.8 ","2006","11 "
"157","23.2 ","27.7 ","30.2 ","34.6 ","16.3 ","20.7 ","8.0 ","11.8 ","35.8 ","31.0 ","33.1 ","33.5 ","15.1 ","17.2 ","3.5 ","5.5 ","47.2 ","48.6 ","3.5 ","3.4 ","7.6 ","7.2 ","5.8 ","5.9 ","2006","10 "
"158","26.9 ","27.1 ","31.5 ","31.3 ","22.2 ","22.9 ","8.7 ","9.3 ","36.4 ","28.8 ","34.8 ","34.8 ","15.0 ","17.7 ","2.7 ","5.8 ","46.2 ","46.4 ","2.8 ","2.9 ","7.8 ","7.3 ","6.2 ","6.4 ","2006","09 "
"159","27.1 ","25.7 ","31.6 ","29.5 ","22.6 ","21.8 ","8.4 ","8.1 ","36.7 ","29.5 ","34.4 ","34.2 ","14.2 ","16.6 ","2.8 ","5.8 ","47.0 ","45.7 ","3.2 ","3.2 ","8.4 ","8.2 ","6.2 ","6.1 ","2006","08 "
"160","27.3 ","24.2 ","31.7 ","27.8 ","22.9 ","20.7 ","8.0 ","7.0 ","37.0 ","30.2 ","34.1 ","33.7 ","13.5 ","15.5 ","3.0 ","5.5 ","47.7 ","45.0 ","3.6 ","3.6 ","9.0 ","9.1 ","6.1 ","5.7 ","2006","07 "
"161","22.3 ","21.7 ","28.7 ","26.3 ","15.9 ","17.1 ","5.1 ","4.9 ","24.5 ","29.0 ","36.6 ","37.2 ","13.9 ","13.6 ","7.6 ","8.1 ","43.3 ","41.7 ","3.0 ","3.2 ","7.7 ","8.0 ","6.4 ","6.7 ","2006","06 "
"162","22.5 ","20.0 ","27.6 ","24.1 ","17.4 ","15.8 ","1.5 ","0.6 ","21.2 ","26.8 ","33.9 ","33.5 ","15.9 ","15.4 ","7.0 ","7.3 ","46.2 ","45.1 ","2.8 ","2.7 ","5.2 ","5.1 ","6.4 ","5.9 ","2006","05 "
"163","20.9 ","17.3 ","26.1 ","21.7 ","15.7 ","13.0 ","-3.7 ","-3.4 ","20.8 ","26.9 ","32.7 ","32.1 ","15.7 ","14.9 ","10.5 ","8.9 ","47.1 ","45.4 ","2.7 ","2.6 ","5.1 ","5.0 ","5.9 ","5.4 ","2006","04 "
"164","18.1 ","19.3 ","22.4 ","24.2 ","13.9 ","14.5 ","2.3 ","1.9 ","15.2 ","20.5 ","34.0 ","33.7 ","15.9 ","14.1 ","9.5 ","5.4 ","42.0 ","44.3 ","2.8 ","3.4 ","6.7 ","7.4 ","6.3 ","6.8 ","2006","03 "
