"","BS-CCI-BAL_NSA","BS-CCI-BAL_SA","BS-CEME-BAL_NSA","BS-CEME-BAL_SA","BS-COB-BAL_NSA","BS-COB-BAL_SA","BS-CPE-BAL_NSA","BS-CPE-BAL_SA","BS-CTA-BAL_NSA","BS-CTA-BAL_SA","BS-FLBA1-PC_NSA","BS-FLBA1-PC_SA","BS-FLBA2-PC_NSA","BS-FLBA2-PC_SA","BS-FLBA3-PC_NSA","BS-FLBA3-PC_SA","BS-FLBA4-PC_NSA","BS-FLBA4-PC_SA","BS-FLBA5-PC_NSA","BS-FLBA5-PC_SA","BS-FLBA6-PC_NSA","BS-FLBA6-PC_SA","BS-FLBA7-PC_NSA","BS-FLBA7-PC_SA","YEAR","MONTH"
"165","18.8 ","18.8 ","24.8 ","24.8 ","12.7 ","12.8 ","2.0 ","1.6 ","16.8 ","16.8 ","33.7 ","33.9 ","16.9 ","14.5 ","8.8 ","5.2 ","40.7 ","42.3 ","2.8 ","3.3 ","7.2 ","7.8 ","6.4 ","6.8 ","2006","02 "
"166","17.7 ","16.6 ","21.7 ","20.4 ","13.7 ","12.8 ","8.1 ","4.1 ","26.3 ","23.1 ","33.0 ","32.9 ","17.5 ","15.3 ","7.4 ","5.2 ","43.9 ","44.0 ","2.6 ","3.0 ","5.4 ","5.4 ","7.5 ","7.5 ","2006","01 "
"167","10.6 ","13.1 ","14.8 ","18.9 ","6.5 ","7.3 ","0.9 ","0.0 ","26.3 ","25.3 ","36.0 ","35.7 ","17.8 ","17.1 ","4.5 ","4.6 ","39.0 ","40.9 ","5.2 ","4.1 ","5.0 ","4.9 ","6.7 ","6.8 ","2005","12 "
"168","13.8 ","16.9 ","19.2 ","23.9 ","8.4 ","9.9 ","-2.2 ","-1.8 ","25.4 ","25.6 ","35.7 ","35.5 ","17.5 ","17.4 ","2.8 ","3.6 ","41.4 ","43.0 ","2.7 ","2.5 ","4.9 ","5.1 ","6.9 ","6.9 ","2005","11 "
"169","10.8 ","15.1 ","14.6 ","19.2 ","7.0 ","11.1 ","-6.0 ","-2.0 ","25.8 ","21.0 ","34.7 ","35.2 ","17.5 ","19.5 ","2.7 ","4.3 ","40.1 ","41.6 ","2.5 ","2.4 ","9.5 ","8.8 ","6.5 ","6.5 ","2005","10 "
"170","13.2 ","13.7 ","21.1 ","21.9 ","5.4 ","5.4 ","-3.0 ","-2.3 ","25.5 ","18.3 ","36.0 ","36.3 ","18.7 ","21.4 ","1.7 ","4.5 ","39.9 ","40.1 ","2.7 ","2.7 ","7.8 ","7.1 ","6.5 ","6.7 ","2005","09 "
"171","13.7 ","12.0 ","21.6 ","20.1 ","5.7 ","4.0 ","-3.3 ","-3.2 ","25.9 ","19.8 ","36.1 ","36.2 ","18.6 ","21.0 ","1.9 ","4.5 ","41.3 ","40.0 ","2.3 ","2.3 ","6.4 ","6.1 ","6.1 ","5.9 ","2005","08 "
"172","14.1 ","10.6 ","22.1 ","18.4 ","6.0 ","2.8 ","-3.6 ","-4.3 ","26.3 ","21.3 ","36.2 ","36.0 ","18.6 ","20.6 ","2.0 ","4.5 ","42.7 ","39.8 ","1.9 ","1.9 ","4.9 ","5.1 ","5.6 ","5.2 ","2005","07 "
"173","11.2 ","9.7 ","17.7 ","15.0 ","4.7 ","4.4 ","-3.3 ","-3.1 ","18.7 ","25.7 ","36.7 ","37.9 ","18.7 ","18.5 ","1.9 ","2.6 ","41.1 ","39.1 ","2.2 ","2.4 ","5.5 ","5.8 ","5.1 ","5.4 ","2005","06 "
"174","10.4 ","8.1 ","19.3 ","15.9 ","1.5 ","0.3 ","-3.4 ","-3.9 ","13.6 ","21.4 ","38.4 ","38.1 ","19.8 ","19.3 ","3.1 ","3.4 ","36.9 ","35.5 ","3.1 ","3.0 ","7.1 ","7.0 ","5.5 ","5.0 ","2005","05 "
"175","11.5 ","8.1 ","21.3 ","17.1 ","1.6 ","-1.0 ","-4.9 ","-4.7 ","14.4 ","24.8 ","38.2 ","37.4 ","20.4 ","19.5 ","4.7 ","3.0 ","38.1 ","36.1 ","2.1 ","1.8 ","6.6 ","6.5 ","5.6 ","5.1 ","2005","04 "
"176","5.1 ","6.6 ","12.0 ","14.0 ","-1.8 ","-0.7 ","-5.0 ","-5.1 ","4.5 ","9.9 ","37.9 ","37.7 ","22.0 ","20.1 ","9.1 ","4.8 ","33.8 ","36.0 ","1.5 ","1.9 ","4.8 ","5.6 ","5.8 ","6.2 ","2005","03 "
"177","4.6 ","5.6 ","10.3 ","11.2 ","-1.2 ","0.1 ","-4.2 ","-4.3 ","14.0 ","15.2 ","38.0 ","38.3 ","23.6 ","21.1 ","5.6 ","2.0 ","33.8 ","35.3 ","1.7 ","2.1 ","4.5 ","5.1 ","5.3 ","5.7 ","2005","02 "
"178","3.7 ","4.0 ","8.3 ","7.8 ","-0.9 ","0.3 ","-1.9 ","-5.8 ","16.4 ","16.5 ","38.1 ","37.9 ","23.1 ","20.9 ","3.8 ","1.6 ","35.1 ","35.1 ","1.9 ","2.3 ","5.5 ","5.5 ","5.8 ","5.9 ","2005","01 "
"179","1.3 ","4.8 ","7.3 ","12.5 ","-4.7 ","-2.9 ","-4.5 ","-5.4 ","19.0 ","21.5 ","38.0 ","37.6 ","23.4 ","22.7 ","2.9 ","2.8 ","35.4 ","37.3 ","2.4 ","1.7 ","8.4 ","8.3 ","6.2 ","6.3 ","2004","12 "
"180","3.6 ","9.0 ","8.3 ","15.3 ","-1.0 ","2.6 ","-7.7 ","-7.4 ","18.6 ","22.3 ","38.5 ","38.2 ","24.4 ","24.3 ","3.6 ","4.4 ","32.3 ","34.2 ","2.5 ","2.3 ","7.7 ","8.0 ","6.1 ","6.1 ","2004","11 "
"181","-2.0 ","4.3 ","2.4 ","8.6 ","-6.4 ","0.1 ","-9.3 ","-5.1 ","17.8 ","14.7 ","42.3 ","42.7 ","20.6 ","22.6 ","2.8 ","4.4 ","32.5 ","34.6 ","2.7 ","2.6 ","7.0 ","6.3 ","6.2 ","6.3 ","2004","10 "
"182","2.3 ","4.6 ","11.2 ","14.4 ","-6.6 ","-5.3 ","-6.5 ","-5.6 ","19.4 ","13.9 ","39.7 ","39.9 ","21.4 ","24.3 ","1.5 ","4.3 ","34.5 ","34.8 ","3.1 ","3.0 ","9.1 ","8.4 ","4.9 ","5.2 ","2004","09 "
"183","3.1 ","3.3 ","10.9 ","11.3 ","-4.6 ","-4.6 ","-4.9 ","-4.6 ","18.3 ","13.8 ","40.4 ","40.4 ","21.4 ","23.8 ","1.2 ","4.0 ","34.5 ","33.2 ","3.0 ","2.9 ","7.9 ","7.6 ","5.9 ","5.8 ","2004","08 "
"184","4.0 ","2.1 ","10.6 ","8.3 ","-2.6 ","-4.0 ","-3.3 ","-3.6 ","17.2 ","13.6 ","41.0 ","40.9 ","21.4 ","23.4 ","0.9 ","3.6 ","34.4 ","31.5 ","2.9 ","2.8 ","6.7 ","6.9 ","6.9 ","6.5 ","2004","07 "
"185","-0.6 ","-0.9 ","8.5 ","6.7 ","-9.7 ","-8.6 ","-13.6 ","-13.3 ","2.6 ","13.0 ","33.0 ","34.3 ","28.3 ","28.0 ","2.9 ","3.7 ","36.6 ","34.1 ","1.9 ","2.1 ","7.7 ","8.0 ","5.4 ","5.7 ","2004","06 "
"186","5.7 ","5.6 ","11.9 ","10.2 ","-0.4 ","1.0 ","-9.2 ","-9.8 ","1.6 ","11.8 ","36.5 ","36.2 ","25.4 ","25.0 ","3.0 ","3.5 ","36.0 ","34.6 ","1.9 ","1.9 ","7.9 ","7.7 ","7.1 ","6.6 ","2004","05 "
"187","9.6 ","8.6 ","14.0 ","12.3 ","5.2 ","4.8 ","-9.0 ","-8.9 ","1.0 ","14.5 ","36.8 ","36.0 ","24.9 ","24.1 ","4.5 ","2.9 ","36.3 ","34.3 ","2.4 ","2.1 ","7.8 ","7.7 ","7.6 ","7.1 ","2004","04 "
"188","-0.5 ","2.5 ","4.0 ","7.0 ","-5.1 ","-1.9 ","-12.0 ","-12.1 ","1.2 ","4.7 ","38.3 ","38.1 ","26.9 ","25.0 ","10.7 ","6.2 ","32.4 ","34.5 ","2.5 ","3.0 ","5.9 ","6.7 ","3.4 ","3.8 ","2004","03 "
"189","0.3 ","2.2 ","5.3 ","6.3 ","-4.8 ","-1.8 ","-14.1 ","-14.1 ","6.4 ","6.7 ","37.7 ","38.1 ","27.0 ","24.4 ","11.1 ","7.5 ","33.1 ","34.4 ","2.2 ","2.7 ","6.1 ","6.7 ","3.5 ","3.9 ","2004","02 "
"190","7.9 ","8.5 ","14.2 ","12.7 ","1.7 ","4.3 ","-21.6 ","-25.6 ","6.2 ","4.9 ","39.9 ","39.7 ","25.9 ","23.4 ","9.2 ","7.0 ","34.0 ","33.8 ","1.9 ","2.3 ","6.6 ","6.6 ","2.4 ","2.4 ","2004","01 "
"191","7.7 ","11.0 ","7.5 ","12.1 ","7.9 ","9.9 ","-14.4 ","-15.5 ","3.5 ","5.2 ","37.0 ","36.6 ",": ","18.5 ",": ","6.8 ","29.2 ","31.2 ","2.8 ","2.0 ",": ","4.9 ",": ","1.8 ","2003","12 "
"192","-1.4 ","3.4 ","-1.3 ","4.9 ","-1.5 ","2.0 ","-13.7 ","-13.6 ","-3.7 ","-2.0 ","36.8 ","36.5 ",": ","12.7 ",": ","5.4 ","28.1 ","30.1 ","3.1 ","2.9 ",": ","3.5 ",": ","1.2 ","2003","11 "
"193","-3.2 ","0.6 ","-1.6 ","1.9 ","-4.7 ","-0.7 ","-27.4 ","-23.1 ","-0.1 ","-6.5 ","32.4 ","32.9 ",": ","8.6 ",": ","3.9 ","27.0 ","28.9 ","3.1 ","2.9 ",": ","1.0 ",": ","0.6 ","2003","10 "
"194","1.9 ","1.1 ","1.5 ","2.3 ","2.3 ","-0.1 ","-23.9 ","-23.0 ","7.9 ","-1.0 ","33.6 ","33.9 ","0.0 ","2.9 ","0.0 ","2.8 ","29.7 ","30.0 ","2.4 ","2.3 ","0.0 ","-0.7 ","0.0 ","0.2 ","2003","09 "
"195","0.4 ","-3.3 ","2.1 ","-0.6 ","-1.4 ","-5.9 ","-26.2 ","-25.8 ","2.0 ","-6.6 ","34.0 ","34.0 ","0.0 ","2.4 ","0.0 ","2.8 ","32.1 ","30.8 ","2.5 ","2.4 ","0.0 ","-0.3 ","0.0 ","-0.1 ","2003","08 "
"196","-1.1 ","-7.5 ","2.7 ","-3.5 ","-5.0 ","-11.5 ","-28.4 ","-28.6 ","-3.9 ","-11.9 ","34.4 ","34.2 ","0.0 ","2.0 ","0.0 ","2.8 ","34.5 ","31.6 ","2.6 ","2.6 ","0.0 ","0.2 ","0.0 ","-0.4 ","2003","07 "
"197","-5.2 ","-10.5 ","-1.3 ","-7.1 ","-9.1 ","-13.9 ","-21.8 ","-21.4 ","-23.9 ","-16.9 ","34.5 ","35.8 ",": ",": ",": ",": ","32.3 ","30.1 ","2.8 ","3.0 ",": ",": ",": ",": ","2003","06 "
"198","-2.7 ","-5.6 ","-2.1 ","-6.3 ","-3.4 ","-5.0 ","-23.1 ","-23.8 ","-24.7 ","-17.3 ","36.9 ","36.6 ",": ",": ",": ",": ","30.9 ","29.6 ","2.8 ","2.8 ",": ",": ",": ",": ","2003","05 "
"199","-2.8 ","-5.9 ","-0.9 ","-4.3 ","-4.7 ","-7.5 ","-25.3 ","-25.3 ","-25.2 ","-13.8 ","38.7 ","37.9 ",": ",": ",": ",": ","29.5 ","27.6 ","5.5 ","4.8 ",": ",": ",": ",": ","2003","04 "
"200","-8.1 ","-8.4 ","-8.5 ","-8.4 ","-7.7 ","-8.4 ","-26.6 ","-26.8 ","-22.6 ","-21.8 ","33.8 ","33.6 ",": ",": ",": ",": ","24.1 ","26.2 ","2.2 ","2.7 ",": ",": ",": ",": ","2003","03 "
"201","-5.7 ","-6.4 ","-5.3 ","-6.3 ","-6.1 ","-6.5 ","-28.9 ","-28.9 ","-14.6 ","-15.1 ","32.3 ","32.6 ",": ",": ",": ",": ","24.3 ","25.8 ","2.3 ","2.8 ",": ",": ",": ",": ","2003","02 "
"202","-6.7 ","-7.4 ","-5.4 ","-6.5 ","-8.1 ","-8.3 ","-19.0 ","-22.9 ","-10.8 ","-13.8 ","32.4 ","32.2 ",": ",": ",": ",": ","26.1 ","26.1 ","2.5 ","3.0 ",": ",": ",": ",": ","2003","01 "
"203","-17.0 ","-13.4 ","-15.6 ","-9.4 ","-18.4 ","-17.4 ",": ",": ","-25.7 ","-26.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","12 "
"204","-17.0 ","-13.1 ","-15.9 ","-9.4 ","-18.2 ","-16.7 ",": ",": ","-23.6 ","-26.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","11 "
"205","-10.5 ","-7.8 ","-2.9 ","0.9 ","-18.2 ","-16.5 ",": ",": ","-12.2 ","-22.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","10 "
"206","-11.2 ","-12.7 ","-9.6 ","-9.6 ","-12.7 ","-15.7 ",": ",": ","-13.5 ","-24.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","09 "
"207","-3.4 ","-8.0 ","-4.1 ","-7.9 ","-2.8 ","-8.2 ",": ",": ","-13.5 ","-23.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","08 "
"208","4.3 ","-3.6 ","1.5 ","-6.2 ","7.2 ","-0.9 ",": ",": ","-13.4 ","-23.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","07 "
"209","6.0 ","-0.7 ","6.8 ","-0.2 ","5.3 ","-1.1 ",": ",": ","-16.0 ","-10.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","06 "
"210","5.8 ","2.3 ","7.9 ","2.4 ","3.6 ","2.1 ",": ",": ","-14.6 ","-7.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","05 "
"211","6.4 ","3.2 ","7.9 ","4.0 ","5.0 ","2.5 ",": ",": ","-23.8 ","-11.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","04 "
"212","9.5 ","8.9 ","7.9 ","6.9 ","11.2 ","10.9 ",": ",": ","-4.5 ","-3.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","03 "
"213","8.1 ","7.8 ","9.5 ","8.0 ","6.8 ","7.6 ",": ",": ","-3.6 ","-1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","02 "
"214","5.9 ","6.1 ","8.1 ","7.2 ","3.7 ","5.1 ",": ",": ","-5.3 ","-5.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2002","01 "
"215","7.7 ","11.6 ","4.3 ","10.3 ","11.1 ","12.9 ",": ",": ","0.0 ","-1.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","12 "
"216","8.6 ","12.2 ","3.5 ","9.1 ","13.7 ","15.2 ",": ",": ","-2.7 ","-5.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","11 "
"217","1.8 ","4.7 ","-1.9 ","2.5 ","5.6 ","7.0 ",": ",": ","9.7 ","0.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","10 "
"218","12.8 ","10.3 ","5.7 ","3.9 ","19.8 ","16.7 ",": ",": ","13.6 ","3.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","09 "
"219","16.8 ","12.2 ","12.5 ","7.4 ","21.1 ","17.0 ",": ",": ","18.3 ","8.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","08 "
"220","20.8 ","14.1 ","19.3 ","10.8 ","22.3 ","17.4 ",": ",": ","22.9 ","13.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","07 "
"221","26.3 ","22.1 ","20.4 ","14.2 ","32.1 ","30.1 ",": ",": ","11.9 ","20.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","06 "
"222","25.3 ","24.4 ","22.8 ","18.4 ","27.8 ","30.5 ",": ",": ","16.7 ","28.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","05 "
"223","25.1 ","24.9 ","18.8 ","16.5 ","31.3 ","33.3 ",": ",": ","8.3 ","23.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","04 "
"224","21.3 ","24.5 ","16.2 ","17.9 ","26.4 ","31.1 ",": ",": ","35.7 ","42.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","03 "
"225","29.3 ","33.0 ","21.2 ","23.4 ","37.3 ","42.5 ",": ",": ","39.6 ","47.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","02 "
"226","30.7 ","34.9 ","24.7 ","28.0 ","36.6 ","41.8 ",": ",": ","41.3 ","45.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2001","01 "
"227","31.8 ","40.9 ","23.3 ","34.5 ","40.4 ","47.4 ",": ",": ","39.6 ","41.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","12 "
"228","32.2 ","40.7 ","26.0 ","36.5 ","38.5 ","44.8 ",": ",": ","44.1 ","41.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","11 "
"229","39.2 ","44.9 ","31.1 ","39.0 ","47.2 ","50.9 ",": ",": ","52.0 ","42.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","10 "
"230","43.7 ","43.9 ","36.6 ","37.5 ","50.8 ","50.2 ",": ",": ","57.7 ","46.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","09 "
"231","45.0 ","41.6 ","37.4 ","34.1 ","52.6 ","49.2 ",": ",": ","57.3 ","46.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","08 "
"232","46.3 ","39.5 ","38.3 ","30.8 ","54.4 ","48.1 ",": ",": ","57.0 ","46.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","07 "
"233","42.2 ","37.8 ","38.2 ","32.3 ","46.2 ","43.3 ",": ",": ","36.1 ","41.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","06 "
"234","32.5 ","30.0 ","29.6 ","24.8 ","35.3 ","35.2 ",": ",": ","35.2 ","44.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","05 "
"235","34.7 ","32.4 ","33.5 ","29.4 ","36.0 ","35.3 ",": ",": ","40.3 ","51.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","04 "
"236","29.6 ","29.2 ","29.8 ","29.0 ","29.4 ","29.4 ",": ",": ","34.2 ","40.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","03 "
"237","23.8 ","24.8 ","26.4 ","26.7 ","21.2 ","22.9 ",": ",": ","30.6 ","37.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","02 "
"238","26.6 ","28.6 ","28.4 ","30.8 ","24.8 ","26.4 ",": ",": ","35.1 ","38.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","2000","01 "
"239","17.1 ","24.2 ","15.8 ","26.3 ","18.4 ","22.1 ",": ",": ","37.4 ","35.7 ","48.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","12 "
"240","13.6 ","19.7 ","14.1 ","23.9 ","13.1 ","15.4 ",": ",": ","40.0 ","34.9 ","50.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","11 "
"241","12.9 ","17.4 ","13.2 ","20.6 ","12.7 ","14.3 ",": ",": ","46.1 ","33.9 ","52.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","10 "
"242","11.8 ","10.9 ","15.3 ","15.5 ","8.2 ","6.2 ",": ",": ","36.9 ","24.2 ","44.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","09 "
"243","11.7 ","7.8 ","18.1 ","14.3 ","5.2 ","1.3 ",": ",": ","37.1 ","26.0 ","47.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","08 "
"244","11.6 ","4.7 ","21.0 ","12.8 ","2.2 ","-3.4 ",": ",": ","37.3 ","27.6 ","49.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","07 "
"245","6.8 ","2.3 ","15.1 ","8.3 ","-1.5 ","-3.8 ",": ",": ","13.0 ","17.6 ","44.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","06 "
"246","1.7 ","-2.4 ","8.8 ","1.3 ","-5.4 ","-6.0 ",": ",": ","4.7 ","14.4 ","43.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","05 "
"247","-2.3 ","-5.1 ","0.7 ","-5.1 ","-5.2 ","-5.1 ",": ",": ","0.3 ","15.3 ","44.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","04 "
"248","-8.9 ","-9.9 ","-3.4 ","-5.4 ","-14.4 ","-14.3 ",": ",": ","8.8 ","18.3 ","45.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","03 "
"249","-12.2 ","-11.7 ","-3.0 ","-3.2 ","-21.5 ","-20.2 ",": ",": ","5.7 ","15.3 ","41.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","02 "
"250","-15.5 ","-12.1 ","-8.8 ","-5.3 ","-22.2 ","-18.9 ",": ",": ","11.0 ","19.2 ","44.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1999","01 "
"251","-24.6 ","-16.2 ","-21.1 ","-10.0 ","-28.0 ","-22.4 ",": ",": ","6.4 ","8.5 ","40.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","12 "
"252","-24.3 ","-16.6 ","-24.0 ","-12.9 ","-24.7 ","-20.3 ",": ",": ","14.5 ","14.3 ","42.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","11 "
"253","-24.0 ","-17.3 ","-21.9 ","-13.0 ","-26.0 ","-21.6 ",": ",": ","19.3 ","12.7 ","41.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","10 "
"254","-15.7 ","-14.6 ","-12.4 ","-10.6 ","-19.1 ","-18.6 ",": ",": ","29.0 ","20.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","09 "
"255","-12.6 ","-14.1 ","-8.9 ","-10.4 ","-16.2 ","-17.8 ",": ",": ","26.8 ","19.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","08 "
"256","-9.4 ","-13.7 ","-5.4 ","-10.2 ","-13.4 ","-17.1 ",": ",": ","24.6 ","19.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","07 "
"257","-16.5 ","-18.9 ","-10.4 ","-14.2 ","-22.7 ","-23.6 ",": ",": ","9.3 ","16.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","06 "
"258","-18.7 ","-21.2 ","-7.5 ","-12.7 ","-30.0 ","-29.7 ",": ",": ","2.1 ","13.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","05 "
"259","-22.7 ","-24.2 ","-10.9 ","-15.7 ","-34.5 ","-32.8 ",": ",": ","-7.3 ","8.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","04 "
"260","-24.0 ","-23.8 ","-16.5 ","-17.6 ","-31.5 ","-29.9 ",": ",": ","3.9 ","14.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","03 "
"261","-27.1 ","-25.3 ","-21.3 ","-19.4 ","-32.9 ","-31.2 ",": ",": ","-3.9 ","4.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","02 "
"262","-31.1 ","-27.3 ","-24.2 ","-19.8 ","-37.9 ","-34.8 ",": ",": ","-3.8 ","3.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ","1998","01 "
